,number,values_0,values_1,datetime_start,datetime_complete,duration,params_epochs,params_init_weights,params_log batch size,params_lr,params_weight_decay,system_attrs_nsga2:generation,state
0,0,6.431618794415174,0.45,2023-10-05 11:31:20.827127,2023-10-05 12:02:58.669650,0 days 00:31:37.842523,30,kaiming,4,0.0009178735243983865,0.005735465430705501,0,COMPLETE
1,1,5.536737568712761,0.7333333333333333,2023-10-05 12:02:58.672834,2023-10-05 12:51:59.284346,0 days 00:49:00.611512,50,xavier,5,0.0008242662284316255,0.00714072951203898,0,COMPLETE
2,2,2.9507617965662836,0.6333333333333333,2023-10-05 12:51:59.292683,2023-10-05 13:50:54.410357,0 days 00:58:55.117674,60,kaiming,4,0.00021940415869348308,0.002214888083177788,0,COMPLETE
3,3,1.7902863884488738,0.6139766787113355,2023-10-05 13:50:54.412947,2023-10-05 14:37:40.246167,0 days 00:46:45.833220,45,xavier,1,1.2175639592940543e-05,0.0004160625547876234,0,COMPLETE
4,4,3.9829941356212912,0.5477125850340137,2023-10-05 14:37:40.249538,2023-10-05 14:51:38.338905,0 days 00:13:58.089367,15,kaiming,3,0.00044353935399457493,0.004528577475863724,0,COMPLETE
5,5,1.5259375914399116,0.6066666666666667,2023-10-05 14:51:38.344387,2023-10-05 15:43:35.127494,0 days 00:51:56.783107,50,xavier,4,0.0001243639426267471,0.005064700247242059,0,COMPLETE
6,6,0.805033200427338,0.5364590964590964,2023-10-05 15:43:35.140471,2023-10-05 15:48:27.428868,0 days 00:04:52.288397,5,kaiming,2,9.21266204709934e-05,0.0008817840890479071,0,COMPLETE
7,7,0.7080202177166939,0.35,2023-10-05 15:48:27.436872,2023-10-05 16:03:19.904955,0 days 00:14:52.468083,15,xavier,5,4.893304661040878e-05,0.00025239328782810164,0,COMPLETE
8,8,0.6576110318303108,0.85,2023-10-05 16:03:19.911352,2023-10-05 16:21:53.917769,0 days 00:18:34.006417,20,kaiming,5,1.3716797352062574e-05,0.0007821022338616278,0,COMPLETE
9,9,1.2025844702219195,0.6930585387808389,2023-10-05 16:21:53.920021,2023-10-05 17:14:45.163477,0 days 00:52:51.243456,50,xavier,1,3.1587876584356406e-05,0.0009030949794332191,0,COMPLETE
10,10,0.6874113939702511,0.5,2023-10-05 17:14:45.166682,2023-10-05 18:06:40.652148,0 days 00:51:55.485466,50,kaiming,5,1.0290012234127495e-05,0.0001694998465684219,0,COMPLETE
11,11,3.4791746236310885,0.6568503700366446,2023-10-05 18:06:40.659497,2023-10-05 18:38:38.053446,0 days 00:31:57.393949,30,kaiming,2,0.0002167411422188968,0.0001737107402215338,0,COMPLETE
12,12,0.9482034996859039,0.6402338347926583,2023-10-05 18:38:38.056320,2023-10-05 19:09:57.057807,0 days 00:31:19.001487,30,xavier,2,3.33649232396478e-05,0.0004211001234264165,0,COMPLETE
13,13,1.050376296788454,0.45,2023-10-05 19:09:57.065291,2023-10-05 19:33:50.488484,0 days 00:23:53.423193,20,kaiming,5,0.00015000062090799276,0.007811077609595324,0,COMPLETE
14,14,0.7259653742824282,0.5066666666666666,2023-10-05 19:33:50.490914,2023-10-05 20:04:16.190967,0 days 00:30:25.700053,30,kaiming,4,5.7146836268710033e-05,0.00019960208772162874,0,COMPLETE
15,15,2.5377821522826842,0.704948009506833,2023-10-05 20:04:16.195379,2023-10-05 20:20:42.540354,0 days 00:16:26.344975,15,xavier,2,0.0001314438729067264,0.00020931776548619815,0,COMPLETE
16,16,0.7561723986241434,0.6425000000000001,2023-10-05 20:20:42.543902,2023-10-05 20:50:42.476178,0 days 00:29:59.932276,30,xavier,3,2.3116654684438884e-05,0.00016634710803879857,0,COMPLETE
17,17,0.6797261584550143,0.7,2023-10-05 20:50:42.483162,2023-10-05 21:36:03.115778,0 days 00:45:20.632616,40,xavier,5,1.211811162378525e-05,0.004623202847082618,0,COMPLETE
18,18,0.7275551028017487,0.715731292517007,2023-10-05 21:36:03.123598,2023-10-05 22:13:23.218238,0 days 00:37:20.094640,40,xavier,3,2.504644136103215e-05,0.0012630118492373468,0,COMPLETE
19,19,0.590764740641628,0.8587121212121213,2023-10-05 22:13:23.220956,2023-10-05 23:03:56.311525,0 days 00:50:33.090569,55,xavier,3,3.465285465851007e-05,0.004113430280838568,0,COMPLETE
20,20,2.694714627244723,0.6092906316655192,2023-10-05 23:03:56.316529,2023-10-05 23:41:59.639451,0 days 00:38:03.322922,35,kaiming,0,2.3817848488509704e-05,0.0018558776680791783,0,COMPLETE
