id,max_level,mpp,ppm,type
0e8d6812-7999-4468-a7de-2097883f84dd,16,0.50,2003606.491685033,TSB
f5af2026-b2d5-4738-b623-5af9a219ee54,17,0.50,2014098.6908358512,TSB
e5da4dc5-1443-4f22-b64b-59b24c6444f4,16,0.50,2003606.491685033,TSA
55436327-6d19-48c4-ad4e-580a976a0501,16,0.50,2017349.203147065,TSA
3dd9c5d6-ff88-47a9-ac09-0d9b3ce01385,17,0.50,2003606.491685033,TSA
58e7c5fd-f80f-4df5-bdc2-a559586ff5bd,16,0.50,2003606.491685033,TS1
071ab2e2-1f29-49f0-b8fe-3c2911b4604a,17,0.50,2017349.203147065,TS3
2b160acf-6c84-4dbb-8ea6-09f7f62f84c6,16,0.50,2014098.6908358512,TSB
725dca07-d92a-41ab-9013-91ae970c44a8,16,0.50,1984126.9841269844,TS2
917d6fa7-a64b-4fd4-821e-c5fc3088efaf,16,0.50,2014098.6908358512,TSB
83076920-d3dd-4dea-8448-3c8b2985a114,16,0.49,2021427.1275520518,TS1
6849d401-6593-4dce-bd55-48f63f554d2c,16,0.50,2017349.203147065,TSB
4ff8171f-e6ae-49d9-a78f-b6e40297af41,16,0.50,2017349.203147065,TSA
bb2afb7e-acb9-445f-9e5c-3efa4c77e572,16,0.50,2017349.203147065,TSC
ca33baac-2301-4ee6-9bdc-3f4c16ce72de,16,0.49,2029632.636492795,TSF
88d82702-eada-44e0-aafa-0e1816bd51f2,16,0.50,2003606.491685033,BSA
4c6efc1e-986d-40b9-8119-df40449fdf63,15,0.49,2029632.636492795,TSE
b0e323d8-574a-4d4a-bae5-0f9baf3904ff,16,0.49,2024291.4979757087,TS2
aa5ba6ad-9af1-4a75-8992-10999e69850c,16,0.49,2029632.636492795,TSG
a305afd9-b051-42d0-b8f8-8f82ae0bbb3a,16,0.49,2029632.636492795,TSE
8f7a8e9b-a4a8-4afd-92c7-1e79dc3c2ed9,16,0.49,2029632.636492795,TSG
e2ce5758-6c87-4bfd-b89b-d391b67e8dc2,16,0.49,2029632.636492795,TSD
17c04ee7-6b3a-4c25-8fa7-82b4f74031c0,16,0.50,2003606.491685033,TSB
46a03692-265f-4f14-9c96-e75d7c4819a6,16,0.50,2003606.491685033,TSD
1f7901ec-dc4c-471a-bbc6-753e1a4c969b,16,0.50,2017349.203147065,TSD
27b31795-c171-415c-b2f2-fe91691468d7,17,0.49,2024291.4979757087,TSA
694ea2cb-023f-4ff5-83cb-1de1009dc1d3,17,0.50,2017349.203147065,TSA
36b780be-c0c4-45f8-9ab6-058a719d109a,17,0.25,3992015.968063873,BS1
eb9d0739-5625-4760-a7ff-1562cd63aa5f,17,0.49,2029632.636492795,TSA
58573b87-0588-4979-8a45-b5e0e571f340,17,0.50,1984126.9841269844,TS5
dddc063f-e728-4ac9-93f9-f88167d2381e,16,0.50,2003606.491685033,TSC
47af6453-c460-4706-b017-8297fda2a867,17,0.50,2017349.203147065,TSB
d9650472-555e-4939-831c-ea8cdb8ba794,15,0.50,2017349.203147065,TSA
0d631254-63db-4e6a-8407-cd6ea423d0e6,17,0.49,2024291.4979757087,TSB
72204966-77ce-4cef-adf5-63902d74b0cf,16,0.49,2029632.636492795,TSA
8247480c-62fd-4fab-a01c-f5ace891116f,16,0.50,2003606.491685033,BSA
10eb373a-c792-421d-a756-bec81150eac2,16,0.49,2024291.4979757087,TSA
a91e833a-642b-410a-98f3-d355e390cc7a,16,0.50,2003606.491685033,TSA
472e3bac-752a-4c4a-a244-2b84606f7a4d,16,0.49,2024291.4979757087,BSA
a092b2ad-1133-4784-8b7d-e4fc47af2461,16,0.49,2024291.4979757087,TSA
028fb531-642a-4376-9714-4e23fe9bd97b,16,0.50,2014098.6908358512,TSB
8886f636-db8b-4afb-9533-cc33e09d1b42,16,0.50,2003606.491685033,TS2
f7be0eee-6e11-407a-b565-19b759240244,16,0.50,2003606.491685033,TS1
6e10a708-c421-4902-b8f6-20975b811c5c,16,0.49,2029632.636492795,TSD
614c926c-435a-4d2f-9312-0ce02acd1f2c,16,0.49,2029632.636492795,TSB
21456d22-01ee-482e-8dc7-8679e5b7d66c,17,0.50,2003606.491685033,TSB
6f56cebf-f87e-4966-abf1-e64bbe1f9661,16,0.50,2003606.491685033,TS5
5d6f827b-7bad-4c41-81c1-b85395f0b262,16,0.49,2029632.636492795,TSB
594a1c59-e324-467d-b68b-3a1a5ea80530,17,0.50,2003606.491685033,TSB
444774a2-2db4-4fe9-91ad-27423f9156b0,16,0.49,2029632.636492795,TS1
67ddde08-cd79-42ac-a2a6-1840859470e4,16,0.50,2003606.491685033,TS4
3bf5fbe4-bd35-43c2-bf6c-6c5d5095dd85,16,0.49,2029632.636492795,TS3
9b6a0b2d-b17f-43cf-8889-d7c255d6ebee,16,0.50,2003606.491685033,TS3
3d5cbe14-30aa-45b1-b0b8-759d023d5580,17,0.50,2003606.491685033,TS3
360367d5-4aa4-4c32-aaf3-7d8528aec089,16,0.50,2017349.203147065,TS1
61f9dafd-1b5d-4001-b9db-d45debb12189,17,0.49,2024291.4979757087,TSB
45ec9230-4402-4531-8e35-e7658e9df623,17,0.49,2024291.4979757087,TSA
b9c6e7e4-1688-4c54-ba31-6abd7a6e74f6,16,0.50,2003606.491685033,TSB
93e0cf14-7c1a-4cd0-8160-cc43e0685999,16,0.49,2029632.636492795,TSB
add981c8-db05-41d1-b6dd-081bab7f3ec5,17,0.49,2021427.1275520518,TS1
b32234b0-b382-47fa-a83a-9ea3d1c0e3da,17,0.50,2017349.203147065,TSC
23f7cad1-9f14-424f-9724-f7ebe2e0cf75,17,0.50,2017349.203147065,TSD
c6a767f4-6bf9-41b4-92da-a057d81abf0d,16,0.50,2003606.491685033,TSB
2038f954-285d-4ccd-98e8-61053b8a7753,16,0.50,2003606.491685033,TSC
0c516cd3-1aa1-42c8-97ac-22b186166620,16,0.49,2024291.4979757087,BSA
b6f23e2c-458b-49ff-9825-81ddffee5499,17,0.50,2017349.203147065,TSB
adb59138-ba83-4fbf-8342-908c5c7ba21d,16,0.49,2029632.636492795,TSA
0ad5183a-2be6-4e42-8353-5f3e6a6a8f95,17,0.50,2017349.203147065,TSA
40690050-ac97-481b-ad45-e5e39e797857,17,0.49,2024291.4979757087,TSA
d4bcf1b8-8464-473a-99ae-5fe80aba2756,15,0.50,2003606.491685033,TSD
0be77aef-ccad-47a4-bcba-1f550a2c4c6b,16,0.50,2003606.491685033,BSA
4301d8c4-db2a-42a0-9a73-b3dbbc3634c3,16,0.50,2003606.491685033,TSA
2de9693d-a5b8-424f-92c2-1b4e36ae5e85,16,0.50,2017349.203147065,TSC
5b515b24-fbce-4287-ae01-2dd8b650a530,16,0.50,2017349.203147065,TSA
87bff729-0dbe-4c0f-bf18-55365f95d9cf,16,0.49,2029632.636492795,TSC
f3a5b8f4-e2a2-463f-bc4e-8a79eeec5eef,16,0.50,2003606.491685033,TS3
230093c2-dc88-4e59-bf36-9bd42eeb5167,16,0.50,2017349.203147065,BS2
27465860-c916-4cc3-99dd-6f961f213416,16,0.49,2029632.636492795,TSC
18999c8e-abdb-48e9-ae0d-82f9c611c638,16,0.50,2003606.491685033,TSB
cf3fd93d-5b7c-45f5-b342-1f16efbd86f4,17,0.50,2017349.203147065,TSD
ea12c61d-d0fd-4391-8da7-4944694fa163,17,0.49,2024291.4979757087,BSA
f772790f-aee2-4782-8007-4a7e2a5463da,15,0.50,1984126.9841269844,TS1
5ad36052-4e21-430c-afa0-873868a97201,16,0.49,2029632.636492795,TSD
97070066-97bd-49f8-86a2-6af078f00a52,16,0.49,2029632.636492795,TSF
add860d5-0826-41fd-8544-65fd00bcb1e8,16,0.49,2029632.636492795,TSG
3ae196f3-5ec6-45e0-9a49-f4ddf0cd4ab6,17,0.49,2029632.636492795,TSB
7ed8f716-fb9f-48e9-afc6-7d67a9a237ca,16,0.50,2017349.203147065,BS2
d54c5a45-d1dd-4c69-bcdf-ea20fbf60565,16,0.49,2029632.636492795,TSC
bf8cfc7c-ff5a-4ee4-8734-e47f79fabead,16,0.49,2029632.636492795,TSA
7c7cadf3-afd4-4594-bebe-1fccbfe21504,16,0.50,2003606.491685033,TSC
d03943ae-ee4f-435d-bf5a-7d0217481ded,16,0.50,2003606.491685033,TS3
1b6d88a6-7d0d-44fe-9289-82a4e0049fcc,17,0.50,2003606.491685033,TSA
a99e233c-d643-4747-90a1-23b5ab90a208,16,0.49,2029632.636492795,TSH
e674121c-cfc7-47ea-bb01-685cea9ca90d,16,0.49,2029632.636492795,TSA
f2fa58bd-e05e-4e54-bcf9-30e12ed609aa,16,0.49,2029632.636492795,TSB
edfdd85a-3091-4499-a303-00825c220f95,16,0.50,2014098.6908358512,TSB
91f1fd35-ce63-41c6-a0c1-52da26d43474,16,0.50,2017349.203147065,TSA
eb03cf5f-0dc4-45af-a54a-f6639101c191,16,0.50,2017349.203147065,BSA
a0aa980b-0dee-4a95-b1d9-d30adeb3570d,16,0.50,2003606.491685033,TS2
58518f1e-d5ed-4d0b-a45f-13c89f347432,16,0.49,2024291.4979757087,TSB
e93eac04-a5e3-4be7-9de6-bc50976ce525,17,0.50,2003606.491685033,TSC
c2f0952f-7f61-4601-acb0-dd258dcc9b6b,17,0.50,2003606.491685033,TSF
6e65a072-2dee-41ce-998e-8a8687f954f9,16,0.50,2017349.203147065,TSC
68b462ac-2ef4-4a6b-aecd-d28eb4222454,16,0.50,2017349.203147065,BSB
9bc0b56d-6cf6-4033-bd38-bcaa00ba372e,17,0.50,2017349.203147065,TSB
14652922-3ea7-40a5-8bdf-d98b432e87f6,16,0.50,2017349.203147065,TSC
291f94fc-943d-4cbb-8163-a67270b3c81d,16,0.50,2014098.6908358512,TSA
c475b6dc-0a1f-4981-afee-65a82500bfeb,16,0.50,2003606.491685033,TSB
79f43348-b423-44f8-896e-8dd77fe2537a,17,0.25,4024144.869215292,BSA
4ed1e10e-16cb-446b-9f71-c58ef8e96a1e,16,0.50,2014098.6908358512,TSA
9889e560-aa9c-4829-ad38-5b4944505bbf,18,0.25,4024144.869215292,TSA
b78b8ec0-e6a4-4882-b65f-b65015b95c33,17,0.49,2029632.636492795,TSC
7833caf4-afbf-419b-b256-537bb895b095,17,0.49,2029632.636492795,TSA
55043cdd-648c-413b-bfb2-ea441fcb3a12,16,0.50,2003606.491685033,TSD
88f0398a-b9b1-48e8-bfa7-52d59a17b107,17,0.50,2017349.203147065,TSC
c85bf8a3-82eb-4c7e-ad94-1a08e5c5552e,16,0.50,2014098.6908358512,TSA
ac5867cd-ceff-4301-85e0-466573f3fdf7,16,0.50,2003606.491685033,TSA
e3a5156a-17ad-49f4-a9e9-0d2244cc99b8,16,0.49,2021427.1275520518,TS1
7eeb10ae-fc88-4f4e-8184-acfbe9958908,16,0.50,2017349.203147065,TSA
e29f6072-4aeb-4957-81b4-22ba1ce5e344,17,0.25,4024144.869215292,TSA
779cef24-4f43-4061-bb06-942895b7cc04,17,0.50,2017349.203147065,TSA
684c8a3e-cb47-4a43-91e4-ec61b34dfa5e,16,0.50,2017349.203147065,TSB
8e161134-2fb7-44a3-8f4d-708095592419,17,0.50,2017349.203147065,TS4
c92778ca-8b90-48d7-84b1-a2211de2e0b2,17,0.50,2017349.203147065,TS3
b0410792-4281-4de6-b214-70e84f1fc972,16,0.49,2024291.4979757087,TSB
47b70fe2-09bc-4a79-88e4-ef267312fd71,16,0.50,2017349.203147065,TSB
19b99023-dac6-4cde-81f8-58d6e8692cde,17,0.25,4024144.869215292,BSA
53392363-a06f-45c9-b7fb-8e669f516c34,17,0.25,4024144.869215292,TSA
d90f229a-5025-4e7c-9a76-e8f0c4a5396c,16,0.50,2014098.6908358512,TSA
beeec0d2-a0e5-4e79-8ffd-d3a816501004,16,0.50,2014098.6908358512,TSC
49185885-6d12-455c-9f86-e950edbdd173,16,0.50,2017349.203147065,BSB
c0236e8b-daa3-49df-a088-f0cc20a41f1a,17,0.50,2017349.203147065,TSE
7ee8eb65-6142-4d34-b7de-417cb0c4bdae,16,0.50,2017349.203147065,TSF
1f205a8f-14f8-47ec-8ca7-cc89d2042d2e,16,0.50,2017349.203147065,TSB
e03a1853-5f38-4217-ba74-a66bfaee47f4,16,0.50,2017349.203147065,TSA
ebed1abb-0e9c-45d0-a0bf-89f5a4f368a2,17,0.50,2017349.203147065,TSC
1aee59c2-b38c-4832-9478-dfc8e203bd08,16,0.50,2017349.203147065,TSB
1685ee1c-ca9e-4245-83a8-7b73a1a8f33d,15,0.50,2003606.491685033,TSA
0a3de921-dcda-4282-bf55-224bee9990de,16,0.50,2017349.203147065,TSA
1c95cfff-0b45-41cf-a1f6-8cd9822548ab,16,0.50,2003606.491685033,TSC
7a811d77-c7a2-4da9-b1d3-d9979ffcd292,17,0.25,3992015.968063873,TSA
8273af0e-77e4-4024-a9ce-b996fc5a9fa1,17,0.50,2014098.6908358512,TSA
5b2ef3e7-ff85-451b-ba10-c5d9d063502f,16,0.50,2017349.203147065,TSC
cf36f381-e38e-42bd-852e-b25c846104bb,17,0.25,3992015.968063873,TSA
f423b8e5-165d-41ff-882e-68e9c3a070eb,17,0.25,3992015.968063873,BSA
ed85d5db-6183-4bfc-9e0c-e5ae9134103b,16,0.50,2003606.491685033,TSA
a993001f-33d4-4dbc-9776-cd4543cd1547,17,0.50,2003606.491685033,TSB
edead1c4-1b16-4356-ab83-8b6cb8b491d5,16,0.49,2024291.4979757087,TSB
8ffb3ac6-3ef9-498c-ba16-5a51c6bcb483,16,0.50,2003606.491685033,TSC
bb946f8d-e6da-4b50-895d-9b432ec7a33f,16,0.49,2024291.4979757087,TSA
850e3d70-e65f-4659-bf70-69f7a366da38,16,0.50,2017349.203147065,TSA
4cd2ad0e-f7d2-4f1b-996f-e89f2b0af1f8,16,0.50,2017349.203147065,TSC
ae6dcaf0-0410-4983-b5dd-cf7f590cced4,17,0.49,2029632.636492795,TSD
4680f8e8-48bb-4f80-8496-1606d6c0619c,17,0.49,2029632.636492795,TSB
4269caca-d356-414d-8915-b16f2dd78a76,16,0.50,2014098.6908358512,TSC
fcdc7c48-6d3d-4ca8-a0f8-88373ffc2173,17,0.50,2017349.203147065,TS5
f020c992-58de-4acc-85d5-0196f592ece9,16,0.50,2003606.491685033,TS2
d7ef4778-ad23-4ae6-b8f3-149642666c98,16,0.49,2024291.4979757087,TS3
504b1c85-6633-4043-8343-01d41f700559,16,0.49,2024291.4979757087,BSB
e0e797f3-e527-4f1e-834d-07da09ef84a9,16,0.49,2021427.1275520518,TSA
3bfbce5f-f718-4f58-a067-54858be9127c,15,0.50,2003606.491685033,TSB
a6e57b65-77af-4dd2-bc46-054833c4bd81,16,0.50,2017349.203147065,TSA
fc71d226-7dba-40d0-b89c-2799a033dd74,16,0.50,2017349.203147065,TSB
bbbf2cdb-2666-4fab-999c-919d72d8f7fd,16,0.50,2017349.203147065,TSA
f1422768-0109-403e-972c-900d660c5cd4,16,0.49,2024291.4979757087,TSA
e12b8611-f49a-4cdd-849e-0384478fbbc0,16,0.50,2017349.203147065,TSD
107e14e6-7758-4ed5-a02f-b5354cf35940,16,0.50,2014098.6908358512,TSA
