id,max_level,mpp,ppm,type
3e44d03c-6c66-47cf-9ba8-0292b33bb648,17,0.50,2017349.203147065,TSA
b1b28256-4c16-47c0-96c1-90c6b586ad72,16,0.49,2024291.4979757087,TSA
883b708d-f9f3-4b62-b4c7-6496963b0f99,16,0.49,2024291.4979757087,TSB
c6151520-3efa-4f6b-a8d3-f27b8afce5d2,16,0.50,2014098.6908358512,TSC
d058c274-3151-4ca6-9660-d4a5465f61ca,16,0.50,2017349.203147065,TSB
58f5c01f-2051-4f1d-b250-283f2d1f7747,17,0.50,2003606.491685033,TSD
83fa85c4-0cab-4a60-839a-601c5142ec71,16,0.50,2017349.203147065,TSC
8316d85b-cc94-4ae3-b2cd-8698789560ff,16,0.50,2017349.203147065,TSA
28f7c805-9d52-40bd-ad91-707dca7d32e2,16,0.50,2014098.6908358512,TSB
3ca6e712-c351-4b7b-8842-d18c6d57c34d,16,0.50,2017349.203147065,TSD
4e603516-44a4-42a1-a6fe-e352502f2c31,16,0.50,2017349.203147065,TS2
c91ae28f-1ab0-49bd-ad6a-664f8307e128,16,0.50,2017349.203147065,TS1
041141cd-04e2-40c9-940f-a728efa340c6,16,0.50,2017349.203147065,TSC
0eae1d84-2242-4171-964a-b2865141cfd4,16,0.50,2017349.203147065,TSA
11a5dc17-fe05-4949-a5f2-be3e0a1069c1,17,0.50,2003606.491685033,TSC
593619c0-0fdc-4032-a7a1-4960fbd423e0,16,0.50,2003606.491685033,TSE
a5884627-0cbc-42b1-ae8e-b66fad32ec1d,16,0.50,2003606.491685033,TSC
aa2b2dfa-f278-4dbe-b2fc-70a9bfa11e52,16,0.50,2014098.6908358512,TSB
03c83b28-4ff4-4b72-9b2a-7fcf6cd41838,16,0.49,2024291.4979757087,TS2
de4dc0bd-54b5-4004-b50a-669201d3fb3d,16,0.50,2017349.203147065,TSB
c1980108-b1b6-4185-b668-9dfb9dbdd4cf,16,0.50,2003606.491685033,TS1
a7c60ec7-0930-4f4d-ae39-2d7e52feb72c,16,0.49,2024291.4979757087,TSB
24074520-beb8-49bd-b291-4ff356b95613,16,0.50,2003606.491685033,TSC
4ef7211e-387c-436b-9601-006dac2b6c49,16,0.50,2003606.491685033,TS1
6bde1f26-7873-40c9-944f-7d346389755a,16,0.50,2017349.203147065,TSB
bdc93523-89d5-48af-b717-f7e8bdcf3a1d,16,0.50,2014098.6908358512,TSA
dc5396da-37e0-43c8-91bb-c74fdc38906d,16,0.50,2014098.6908358512,TSB
9b5f1b33-57d7-41ec-9299-7232c248997e,15,0.49,2021427.1275520518,BSB
e5c5157b-5dc7-4d51-a28f-bba8d1dc75ba,16,0.50,2017349.203147065,TSB
0b65bd43-d1ab-4a7d-80b4-7131339568a4,16,0.50,2017349.203147065,TSB
62ec126e-e590-4881-b26a-f196947fe2f7,17,0.49,2024291.4979757087,TSA
ed8cfaf3-b198-4dfc-a263-06e92b99beba,16,0.50,2014098.6908358512,TSB
ffd6b994-62bc-4799-9127-f9ca6dd3e043,16,0.50,2003606.491685033,TSA
cb1a4e27-ecf1-41c7-9a4c-d2efcdef428c,16,0.49,2029632.636492795,TSC
3780dffa-8b92-458b-b4d4-4896408f1cd3,16,0.50,2003606.491685033,TS1
5769e4e2-e9ab-468b-a3b5-8233e7f9a82d,16,0.50,2017349.203147065,TSB
799ffa2e-9520-4cdb-a37f-bd708e41ebff,16,0.50,2003606.491685033,TSA
a8a0c84f-8275-4a4b-8bba-5208cd93262e,16,0.50,2003606.491685033,TS1
53c9ce20-f497-4194-bfac-7d6a14787277,17,0.25,4024144.869215292,BSA
cad05ca7-3b00-45ea-918a-28fa0ac85098,16,0.50,1984126.9841269844,TS1
0c12ba33-a693-4aa9-bd43-1c0bda129034,17,0.50,2017349.203147065,TS3
e88e5339-e104-4473-9677-ccc7327e4a75,16,0.50,2003606.491685033,TSC
5c5a26e7-3dfc-4d3a-9102-828c7a12e95c,16,0.49,2024291.4979757087,TSC
d0f7eade-84b7-47ad-8ef0-70b917273375,16,0.50,2017349.203147065,BSB
8ea326a4-cebe-4261-bf6c-fbf937666721,16,0.50,2017349.203147065,TSB
1cc441d9-deed-4009-80e5-b82b993d741c,16,0.50,2017349.203147065,TS3
45d61615-0285-4378-8a0d-bcc201d97b73,16,0.50,2017349.203147065,TSC
32799ef7-dec2-4dbb-ade3-a17a4a16f5d5,16,0.49,2024291.4979757087,TSB
12607d48-1c4e-4f74-b88d-8375e4ede523,16,0.50,2003606.491685033,TS1
d8c6f61d-46cd-4238-b713-8889ab41f751,15,0.50,2017349.203147065,TSD
0e379909-a3cb-44af-baaf-f4fae50e05a1,16,0.50,2017349.203147065,TSC
ef461f60-7feb-49f0-b6ad-d305ccdc3b62,16,0.49,2024291.4979757087,TSA
f24d3d3f-3d7f-4442-baf8-d2a02b0a5788,16,0.50,2003606.491685033,TSA
71a63e8f-94a5-461d-9e3d-f250ad71c62e,16,0.50,2014098.6908358512,TSB
3eb498be-c7ff-4a0a-99af-0f1216bc906f,16,0.50,2014098.6908358512,TSD
a024e943-4f33-4568-bed4-cb5272ae24b3,15,0.50,2014098.6908358512,TSC
6600f3ec-adfb-4425-aa6c-c26a8bb591bf,17,0.49,2024291.4979757087,BSA
f129342b-fc2f-4b5a-99c2-2260a3286515,16,0.50,2017349.203147065,TSD
2ed1ad16-98b3-4941-b223-47a1af8efdae,16,0.50,2003606.491685033,TSB
9f951971-317b-4a02-9998-12d9e05deb1e,16,0.50,2003606.491685033,TSA
5df4c1e0-8ece-4e5f-8deb-667685cf4ca8,16,0.50,2003606.491685033,TSD
19dac733-5892-4439-9366-5cc938cc7dfb,17,0.49,2029632.636492795,TSE
cadeb7e5-4f89-4965-b8b8-4f0a4b710a02,16,0.50,2003606.491685033,TSB
755d64fa-c363-4d70-b5b8-c41916c227a4,16,0.49,2021427.1275520518,TSA
52748d63-0cb1-4a62-ac7a-eb20b5c7902a,16,0.50,2017349.203147065,TSA
432d6ebc-9219-45e4-a7e4-33b990e87867,16,0.50,2017349.203147065,TS2
98e6b4ac-7f66-4090-b3f1-bf61e94a6da7,16,0.50,2003606.491685033,TSB
fb8ea333-81a5-4419-8e83-612317201a47,16,0.50,2017349.203147065,TSA
49306c31-77fe-479a-8aac-d61f1dcc6c5d,16,0.50,2003606.491685033,TSB
04bfa2da-7d5d-4d58-aba8-577ceef8512f,16,0.49,2024291.4979757087,BSB
6b5d3008-3fa2-498f-bbc5-e670c97bbc59,16,0.50,2017349.203147065,TSB
731ea4ff-ca51-446d-86e4-eb7b0d0ec83e,16,0.49,2024291.4979757087,TSB
c0c2b7f7-ac11-4875-a0cd-0a01c65526dd,16,0.50,2014098.6908358512,TSA
61618ecc-d108-429e-bf91-dd9e109e5e7a,16,0.50,2017349.203147065,TS3
db7a8e8d-8a84-454a-a770-2246c4e2e153,16,0.50,2017349.203147065,TSB
30410583-ca84-407f-a3db-128f29b3c664,17,0.50,2003606.491685033,TSC
f0effd2f-f670-4255-aa06-c5814dbc2c64,16,0.50,2017349.203147065,TSA
901db421-4fc8-4dcb-895f-98697c7718ad,16,0.50,2017349.203147065,TSB
9e81a05c-2170-4839-95c7-6c8867c8dcc2,16,0.50,2003606.491685033,TSB
e4dab2e4-6f28-4328-88b1-88112d9aa5a4,16,0.49,2024291.4979757087,TS1
a68e33c5-cf9e-45a9-9fc0-d71cc1d69f80,16,0.49,2024291.4979757087,TSB
bf9bebab-2b91-4334-9c6b-0344d38fd6c3,16,0.49,2029632.636492795,TSB
262b8c2d-7c66-403b-827f-e870d6c1155d,16,0.50,2003606.491685033,TSA
aa1a1cb2-e135-48c2-98a4-34e5d3a5355c,16,0.50,2003606.491685033,TSB
2244414a-f009-4792-b28a-72b455af4e14,16,0.50,2003606.491685033,TSB
93706682-89e0-46fd-9ddb-ef500b01a410,16,0.50,2017349.203147065,TSB
bb970ca5-08ab-4fb3-9946-94bd0d874612,16,0.50,1984126.9841269844,TS2
70293910-1d67-493a-b732-c20fd4388e74,16,0.49,2024291.4979757087,TSA
1d31d57b-0807-4c39-8d20-6dbae2596348,16,0.49,2021427.1275520518,TSC
2b57bcbb-c05a-43a8-bf9d-ba13b928b3e4,16,0.49,2021427.1275520518,TSA
25a0726d-0f34-4650-ac23-0210bea01dd7,16,0.49,2021427.1275520518,TSB
9e7d95a2-2ed1-4a80-a638-a471c6a797e5,17,0.50,2014098.6908358512,TSB
7ab4ca46-6187-4822-8c14-d27e2a7d6ce9,16,0.50,2017349.203147065,TSA
d570eccc-3c1c-4c4f-ae04-96be71fbe016,17,0.25,4032258.064516129,DX1
6315a0df-c8ca-4ade-bb42-27e431ded1bb,17,0.25,4024144.869215292,TS1
a0259ba4-e638-4eee-bb84-1b41060a666f,17,0.25,4024144.869215292,BS1
7b8b69cd-5e94-46f6-9732-39ea204d680b,17,0.25,4051863.857374393,DX1
e47bd352-9d96-4abd-b673-9d30038d218a,18,0.25,4024144.869215292,DX1
297933f5-1316-4cb6-b53f-9dbfa7f3d7ed,17,0.25,4024144.869215292,TSB
b73ca1e9-4938-4467-a805-fefc230b543b,17,0.25,4024144.869215292,BSB
41283902-1b1a-44d7-bc0c-a45b2ccd071c,17,0.25,4032258.064516129,DX1
93b26333-5723-4fa4-a4de-6124c04ab243,17,0.25,4000000,DX1
3e965644-524c-487e-b7cd-e4b57e37cb12,17,0.25,4024144.869215292,TSB
1b4fc678-eb7a-46e8-aa8e-c0a6c8fc6c84,17,0.25,4051863.857374393,DX1
72eb9e68-70eb-4922-8c22-5ab31695d0fe,17,0.25,4024144.869215292,TSA
c306b4bb-a653-441d-ac56-a9a7ad9a951c,17,0.25,4024144.869215292,TS1
ac8c09f2-2fd6-43e2-8233-00dcf54dcb0b,16,0.25,4051863.857374393,DX1
58c02475-883e-4d70-9a25-fbe992831cc6,17,0.25,4024144.869215292,TSB
9fa07838-a335-4540-af62-6c9cbabc2327,17,0.25,3992015.968063873,DX1
728d9e14-05c2-479e-8760-bf692653c8d1,17,0.25,4051863.857374393,DX1
c1023af8-1b71-4943-a537-f34b2c637db9,17,0.25,4024144.869215292,BS1
976e041a-1344-44ac-8605-4b15168892fe,17,0.25,3957261.574990107,DX2
8374c336-f655-40df-b0bb-d16aafd43342,17,0.25,4071661.2377850167,TS1
b052b2c3-fa18-4706-92e3-8137af39226c,17,0.25,4032258.064516129,TSA
20d99899-654b-40a6-bf98-66867bab88dc,17,0.25,4032258.064516129,DX1
2bcd4629-f31a-4bee-a7ff-aa9663b0c2c5,16,0.50,2003205.1282051285,DX1
87c69827-90e4-4d6a-bb1b-42ae58393383,18,0.25,4024144.869215292,BSA
ed163746-1ff7-4cad-8676-96e61ffebb59,17,0.25,4032258.064516129,TSA
1365752a-b3be-4cbf-ae01-955a9f1bce19,17,0.25,4032258.064516129,TSA
a4ee1cd5-de85-4230-9bff-b4e2413ab3d0,17,0.25,4024144.869215292,BSA
b656e71d-db06-4ddc-bef8-55e013334e13,18,0.25,4024144.869215292,MSA
c233cfeb-e3b8-4907-9e9e-04fed31ae078,18,0.25,4024144.869215292,TSA
b611c07a-9a2c-4fef-b463-08e5716a8cdb,17,0.25,4051863.857374393,DX1
152afa99-38e4-4e90-b030-3294f0730608,16,0.25,4061738.424045492,DX1
168a414b-c6f9-44fe-abf4-6658a471a38b,17,0.25,3957261.574990107,TS1
81100322-018d-4957-bec7-c1833e288434,17,0.25,4051863.857374393,DX1
21bfc4ae-417c-4603-983b-85a4ae2e92a7,16,0.25,3960396.039603961,DX1
6dc9faf9-c7ce-42e3-a3cb-3a0f86276a0b,17,0.25,4024144.869215292,BSB
38ed98cc-095c-4257-b625-d51a71c0800d,17,0.25,3957261.574990107,DX2
9eaa8d4b-04d8-41fa-ade0-4c682f36fccc,18,0.25,4032258.064516129,DX1
7a5024cd-916d-4717-bb1b-6cd0c8e47ca3,17,0.25,3957261.574990107,DX2
fd9cccb9-96f3-485b-be8f-6271169a4e54,18,0.25,3992015.968063873,TS1
e5129752-96e7-4081-91de-8786afd6d9aa,17,0.25,4024144.869215292,TSA
ab0d4af9-27dd-47b5-ad56-418d6c9ef35b,17,0.25,4071661.2377850167,TS1
a97dc689-a9c9-4a85-9d9f-800f284e820a,17,0.25,4024144.869215292,DX1
998b0101-a062-491a-8251-04b2839cc438,17,0.25,4032258.064516129,TSA
b4ec18b4-719d-444b-885e-67c2cb8efff7,17,0.25,4024144.869215292,TSA
e440dc65-b841-441d-a978-e6906e65b9ab,17,0.25,3992015.968063873,BS1
c59e3b8f-04c8-4998-b873-b74334a552d6,17,0.25,3992015.968063873,DX1
a33f2c07-5c24-4668-86ea-513861101ff6,17,0.25,4071661.2377850167,DX2
64cf590d-97ba-46a6-a9b0-b79a415de9d3,17,0.25,4032258.064516129,DX1
10848da1-5213-4cbd-8d2c-42998c1c868f,17,0.25,4051863.857374393,TSA
185686ba-6578-4d7f-8bdf-1f98d9682709,17,0.25,3957261.574990107,DX2
1a62d692-bc08-49f9-ad59-6fddf3bbcb6d,16,0.25,4051863.857374393,DX1
455fd959-89ed-429a-9475-b66dce0a1699,17,0.25,4071661.2377850167,TSB
3631967b-07b8-4275-92fb-6f66abe465ec,18,0.25,4032258.064516129,DX1
9811b276-514b-4800-8769-c826981b2f1c,18,0.25,4024144.869215292,TSB
b1599f4f-4b9d-4d2c-8b70-9eb08b8b3110,17,0.25,4071661.2377850167,DX1
dd824ae9-1b6a-4957-8c8d-aa518cd5e3b7,17,0.25,3957261.574990107,TS1
a6ff4c30-a482-4fbc-a2a0-afd934ab5511,17,0.25,4024144.869215292,DX1
9448760c-5002-4fb0-bb7b-9e2d7b3959f1,17,0.25,4032258.064516129,DX1
30750db4-9ff0-4236-b0a8-04229b70c1e0,17,0.25,3960396.039603961,TS3
dcdb4eb8-244b-4431-ab4c-841242c5fcdc,18,0.25,4032258.064516129,TS1
c5524b46-b6c5-4081-b572-165c94918062,17,0.25,4024144.869215292,BS1
69d5e645-5bb4-42b9-b79c-bca533c2baef,16,0.25,4032258.064516129,DX1
c9067ce6-c382-497d-b718-32f354dacc10,17,0.25,4024144.869215292,TSC
195d5c14-9475-4d17-a663-d139969451f9,17,0.25,4024144.869215292,TS1
1d5164fc-1ee7-42b3-906f-20465385eb7b,17,0.25,4051863.857374393,DX1
30e2d3d0-14c3-45f2-b7f4-cf5d6683a5cc,17,0.25,4032258.064516129,TSA
10636985-75ce-4688-8a4f-53599d8a8d2e,17,0.25,3957261.574990107,TS1
a3949b00-f880-4a9d-9ad9-791c11518ddc,17,0.25,4051863.857374393,DX1
b3f4c01e-4068-45bc-8a7f-e03683f12d42,17,0.25,4032258.064516129,DX1
f7abab4e-54fa-491e-a67a-d401cdc23e1e,17,0.25,3992015.968063873,DX1
4730b23e-aea1-49a2-ba63-2231fd88b592,17,0.25,4051863.857374393,DX1
82ab5b13-2865-4e48-ba62-00007f511c3a,17,0.25,4024144.869215292,MS2
4d3106f5-f0ab-4e82-856c-39238b6447fc,17,0.25,4051863.857374393,TSC
9988e21b-6ff5-4cca-945e-6e7f7aa7285c,17,0.25,4024144.869215292,TSC
7681299e-290a-41cb-8f75-d63a0af4e77f,17,0.25,4024144.869215292,TS1
d40c33af-4435-4119-9fa1-d1c7176be1b8,16,0.50,2003205.1282051285,DX1
2a8fde15-72f1-4430-8c5c-a075ce11a568,17,0.25,4024144.869215292,TSA
26e17ba6-5251-4b92-8536-9ee730ca3cd1,17,0.25,4032258.064516129,TS1
9d14e136-8ecf-48f8-bb88-3498ad96ee19,17,0.25,4024144.869215292,TSA
68ff4056-cce2-4b7e-b4fb-f44b1e8ed67a,17,0.25,4056795.131845842,TSA
dca229d0-c1ba-4a34-a703-1f611f7fd15e,17,0.25,4051863.857374393,DX1
5a69a438-d7b2-40fa-afc1-0d02de55ee02,17,0.25,3960396.039603961,DX1
0d723e19-8a3a-4cc4-90b0-75d5065309c5,17,0.25,4024144.869215292,TSA
18cddd3f-b493-46fe-bb77-f72f45a254f6,17,0.25,3992015.968063873,DX1
a6be75f4-56a9-414e-aef4-41688edc3055,17,0.25,4032258.064516129,DX1
e1810f6d-a429-46c5-9b44-0f26d2eb22bb,17,0.23,4301075.268817204,DX1
c4905820-3617-43de-b4f4-737d75d792d2,16,0.50,2003205.1282051285,DX1
3b176f0f-3fb7-4204-bc71-e6e169ee9583,17,0.25,4024144.869215292,DX1
40b5da84-5b98-4444-9745-2f1ebe5132e4,17,0.25,3957261.574990107,DX1
b455fc02-0f59-40a7-8b39-46ee021dad4f,18,0.25,4024144.869215292,BSA
611b7039-10a5-4ca9-9498-b5b93531b255,17,0.25,4051863.857374393,DX1
b917220e-c3b3-44ec-b53f-10313f82e402,17,0.25,4032258.064516129,TSA
2868a103-1480-46de-ab54-867aab131e2d,17,0.25,4056795.131845842,TS2
35ed3b43-99d6-4a9e-9b1b-1ded7e2ee7c7,17,0.25,4051863.857374393,DX1
579e23e5-45ab-46cd-bb60-052fa587fd39,17,0.25,4024144.869215292,TSA
2e0519a6-9979-40ea-afd9-badee9dc176f,17,0.25,4024144.869215292,TSB
d88d19c4-2040-42a2-ab64-42b8a8280e58,17,0.25,3957261.574990107,DX2
513988aa-384b-4607-8e48-4be779de40f3,17,0.25,4032258.064516129,TS1
9d09f522-e221-4ef9-ba80-5598d6a20e7f,17,0.25,4032258.064516129,TSA
c2e4fe6d-db89-42df-9594-8ef7a6d11490,17,0.25,4032258.064516129,DX1
723bd03f-7ba8-4a09-9060-4396b9d65ccc,17,0.25,3992015.968063873,TS1
8181e08e-bbb0-41e5-9a09-d7b0d13b1602,17,0.25,4024144.869215292,TSA
3d5cad1f-cebd-4581-83a2-fb0448bd8607,17,0.25,3957261.574990107,DX2
56abf563-a1e8-48b7-8fac-3ee35c5de98a,17,0.25,4051863.857374393,DX1
3b980ccb-baf1-41ed-87c9-24a2056bd04c,17,0.25,4051863.857374393,TS1
596ad2fb-a0ab-4e15-8e07-ed7549e694f7,17,0.25,4071661.2377850167,TS1
27ea37fa-7a1b-4f43-99d5-8243a589ebd7,17,0.25,4032258.064516129,TS1
43fb70a8-f620-4912-b25a-1f64590470d4,17,0.25,4024144.869215292,TSA
7ef4b107-ed2f-41cf-b6f4-29fe5cb40b3a,18,0.25,4024144.869215292,BSA
d8285038-c01a-473d-a356-9d7b9c8e4138,17,0.25,4024144.869215292,TSA
fc652741-60ae-4207-9c08-4290e43a28ff,18,0.25,4071661.2377850167,DX1
f8e9184a-8ef3-4d3b-b08b-f65218178a2b,16,0.50,2003205.1282051285,DX1
a6bd7f98-113d-4027-b6fc-4f395ee348b6,17,0.25,3992015.968063873,BS1
ae9751f5-90a6-408c-a955-7e3b11075a0d,16,0.23,4301075.268817204,DX1
660af25a-5c33-403b-b08e-89d8e5a8dbf8,17,0.25,4024144.869215292,BSA
06dc8b7d-344c-464c-9d31-7f3765fc796a,17,0.25,4032258.064516129,TS1
b413ae9d-cb96-4824-8f26-a3654d52da82,17,0.25,4024144.869215292,BS1
d6bd7b9b-fbfe-4f03-924f-b21e7f7d16a6,17,0.25,4024144.869215292,DX1
e69c8e0a-a47c-49a9-bb71-43b28edf08b4,18,0.25,4024144.869215292,BSA
a1b58cd0-559e-467d-a193-96602cd3306f,17,0.25,4032258.064516129,DX1
89481bca-ddb1-44c6-833b-c6690b211cde,17,0.25,3992015.968063873,TSA
67e1c57d-aa8a-4356-8cfc-2f4ac2526825,17,0.25,3992015.968063873,DX1
3a43d25c-56a3-446d-b16e-341d93b50d03,16,0.25,4051863.857374393,TS1
6d3624fd-54c5-4cce-913d-1188782ceb4c,17,0.25,4024144.869215292,TSA
a23a8a5e-bca6-40da-9575-590cbec1c7e0,17,0.25,4024144.869215292,BSA
c3ceefbb-4838-4b46-8458-8377ea22cbab,17,0.25,4032258.064516129,DX1
ac0446b3-74a1-4be0-86ed-ef3d502d8c16,17,0.25,4056795.131845842,TS3
32d06207-b713-441e-878c-9d0dfbddde8d,17,0.25,3957261.574990107,DX2
3eb989c8-84f2-448d-aefb-cb61b4d27b1b,17,0.25,3957261.574990107,DX2
4a2f9d4a-6430-49d5-bafc-4f965fd4f5e9,16,0.25,4070004.07000407,DX1
5898b4df-56ee-4ae5-8dba-faf255ec5270,17,0.16,6083835.249741438,DX1
99b092c0-ef86-4130-982a-c5ece835bcc0,17,0.25,4032258.064516129,TS1
e8cde9dc-4185-4adb-a1f9-e1a7979bfcc0,17,0.25,4071661.2377850167,DX1
2db2c273-b7fc-470b-800c-aaeca8fc9739,17,0.25,4051863.857374393,TSA
cabc5aa4-9dc7-4406-89fc-2cbfa7d0eb66,17,0.25,3992015.968063873,TSC
03a7acd9-178a-4165-9588-fa63e46f3387,16,0.50,2008435.428800964,DX1
fe780eea-1475-4113-b59e-8b1d8742c995,17,0.25,4032258.064516129,DX1
16d8f6df-1b93-4b2a-a90f-17dfc38566b5,18,0.25,4024144.869215292,BSA
e32b9a65-63c7-4177-bd38-25181100562e,18,0.25,4024144.869215292,TSA
9a37489c-cd3f-4fe3-8ba2-52b2c821459c,17,0.25,4024144.869215292,DX1
91391c0f-1be9-47c3-9ba3-1e2d7fc39df8,16,0.25,4024144.869215292,TSA
73a7e3cc-0942-492e-a365-564032de882e,17,0.25,4024144.869215292,BSA
97bddd74-badf-4b3e-8c5c-a322dd5d543d,17,0.25,4032258.064516129,TSA
a5e25681-8800-4d3d-a202-35d2216175c6,17,0.25,4024144.869215292,DX1
f8083848-0638-4d80-922f-ec056484be1f,17,0.25,4024144.869215292,TSA
d5ab0a82-f773-4df7-ae46-a6e151d1c568,17,0.25,4056795.131845842,TSA
0c0d2afe-a7ca-4b16-9ea8-37e478728d11,17,0.25,3957261.574990107,TSA
2b38f21f-fe85-465c-9aaf-f457f7506a43,17,0.25,4032258.064516129,TSA
3546de6f-c1e0-4ed3-8b82-8cacbc9ad195,17,0.25,4071661.2377850167,DX1
e4f5a1df-e4ee-4cd8-8f33-3cd0012290cc,16,0.25,4024144.869215292,DX1
e9fe97d4-409f-46c7-aa2b-f20a7a2554a3,17,0.25,4051863.857374393,DX1
8e8689ed-4e6e-4b6d-929c-4fbb8a122215,17,0.25,4056795.131845842,TSC
c484e779-f409-4ede-b33e-07bde37fd87a,17,0.25,3992015.968063873,TSA
efed91ed-3aea-486a-bfed-b14fbc8f2d3e,17,0.25,4051863.857374393,DX2
287e9376-7953-4017-ba01-67f5896e5cd2,17,0.25,4024144.869215292,BSA
6bfc1c6c-1351-47d9-8045-5151ccc0cf15,17,0.25,4024144.869215292,TS1
7399299a-d49b-4f0a-bcd6-81fbf5b6db56,17,0.25,4051863.857374393,TS1
fc6f7dcf-8de2-4111-96fe-f2e4758ae25c,17,0.25,4024144.869215292,TSA
e0b57f73-507a-4e8b-b33b-0037fa109643,17,0.25,4051863.857374393,TSA
37510817-83a1-4cf6-955e-460117c98868,18,0.25,4024144.869215292,TSA
bbc64b90-9cd1-4ca6-81e4-560275c073f3,17,0.25,4032258.064516129,DX1
006984cf-35fc-4bc3-a0db-7f5b68de4a6e,17,0.25,4071661.2377850167,DX1
66064c57-9ac0-4d16-9e93-b237a1a31536,17,0.25,4024144.869215292,TSA
bbd0ea25-16f0-4074-9d97-17bddd44622f,17,0.25,4024144.869215292,DX1
8daf3c99-e481-4c05-bd7e-30bf7529b530,17,0.25,4051863.857374393,TSA
41b1dfd9-b0fc-497a-93dd-a045e3705d5b,17,0.25,4024144.869215292,TS1
d6861a4d-02ac-4253-b5d1-9fc6d5fc71b4,17,0.25,4024144.869215292,DX1
5e1457ea-e5a8-4287-80cf-1348e7fb2a16,18,0.25,4024144.869215292,TSA
d81f21a1-fd4e-447e-8104-832a4f1065c5,17,0.25,4024144.869215292,TSA
3c86da8b-a37a-43b6-b76f-d83333f5d653,17,0.25,4051863.857374393,DX1
9ee09784-78bf-4547-9ed3-c5bcb4fce225,17,0.25,4024144.869215292,BSA
ed71bea3-384c-4eb3-a2d7-37c21e9e4265,16,0.50,2008435.428800964,DX1
3b8368d6-8fa6-4a53-81e2-2f9e82f1bc98,16,0.25,4051863.857374393,BS4
2b5c424a-e8d9-4412-b612-e3adcf98dffd,16,0.25,3968253.9682539687,DX1
947b1df8-0341-477e-ab4a-3a748db46b7b,18,0.25,3957261.574990107,DX2
ab551a99-b3c7-4df9-a8e1-e36069d2b0dd,16,0.50,2003205.1282051285,DX1
58bb7ad0-8daf-49ee-9c35-b8e4a797f4ca,17,0.25,3957261.574990107,DX2
28c044e7-487b-4671-8338-2ddb53b8fb5c,17,0.25,4051863.857374393,TSB
4e48e223-064c-4d63-91c2-6a747ca0f9ea,17,0.25,4032258.064516129,DX1
60dbe3b7-504b-437a-9283-28f3fad5abdc,17,0.25,4071661.2377850167,DX1
37b70606-31cc-4ec8-a3f0-0bd3096490a5,16,0.25,4032258.064516129,TS1
62b74f9d-9679-48bb-83be-2244db5c53f2,18,0.25,4051863.857374393,DX1
d19cbf2b-1b0e-4ef8-8b12-0899f823048f,17,0.25,4024144.869215292,BSA
54decfcc-72e2-4ba7-9e7b-94078f90d885,17,0.25,4024144.869215292,TSA
4db68d4a-f4d9-4ec2-8cdc-5755f0b71668,17,0.25,4024144.869215292,BSB
5a600316-4dda-48bc-99fc-8b1cd05a0eef,18,0.25,4024144.869215292,BSA
4dfc089e-181e-4039-ada7-72c2b8ae802a,17,0.25,4051863.857374393,DX1
b2de19e8-9eb3-435d-a475-387051094687,16,0.25,3992015.968063873,BS1
38f7bf0e-b522-4c54-ab42-5fdcd3b1a972,17,0.25,4024144.869215292,TS1
b58e69c3-e152-4a8f-a710-6760547578bc,18,0.25,4024144.869215292,DX1
f0c0281e-d474-453c-8f21-3a0ba68a90e0,17,0.25,4024144.869215292,TSA
1b88990d-0a22-4d5e-ad32-68105ab4b597,15,0.25,3968253.9682539687,DX1
4bdf5086-fcc2-43b4-87b4-f29b2e191f55,17,0.25,4024144.869215292,TSA
bc0d90b0-303d-4746-a3c7-cd97cc339680,17,0.25,3992015.968063873,BSA
b6381ec8-817f-4489-b233-9ce30935b0b8,17,0.25,4032258.064516129,TSA
de164576-7347-450f-aeb5-61fc71dff009,16,0.25,4061738.424045492,DX1
1e1e5a19-6e53-4995-ba4e-60d12e61a282,17,0.25,3992015.968063873,TSA
77c41662-2141-474f-9799-97fb74401162,17,0.25,4024144.869215292,DX1
035f4d0d-78f8-4df0-94a2-112922f584a8,17,0.25,4051863.857374393,DX1
59ccc387-f988-4842-a99e-a5b1ac50a395,18,0.25,4024144.869215292,BSA
07610b04-f505-419b-95ec-1789f1869a3a,17,0.25,4024144.869215292,DX1
ca1f5e9c-2943-4cfd-829b-ad7713f49fa0,18,0.25,4051863.857374393,DX1
7dce697d-61ef-496b-b7a0-2bd837046329,17,0.25,3992015.968063873,BSC
5c5a72e5-43a3-4563-81f3-7d864eb695a8,18,0.25,4024144.869215292,BSA
79464abc-4051-4c06-b28b-103295d972a7,17,0.25,4024144.869215292,BSC
c9d55e06-4fbc-4228-aeee-f8eb2e4b8e24,15,0.23,4301075.268817204,DX1
a2b326ec-6f81-4197-9a97-7db4b5b638d1,17,0.25,4024144.869215292,DX1
030c723e-3e9c-435b-b007-e98ffd16810c,17,0.25,4032258.064516129,DX1
10fe49cb-930d-4b04-9c91-fae3e46908be,17,0.25,4024144.869215292,TSB
511f38a2-3d38-4cea-b1f9-d3923b63e481,17,0.25,4024144.869215292,BS1
e308ab05-0b87-4e3f-8c5e-2129614a1e3e,17,0.25,4051863.857374393,TS1
8af6db2e-08a9-4450-a8a2-b896288cf826,17,0.25,4056795.131845842,DX1
e210b5e1-14a7-4b6f-b45b-ab2b8d3332e0,17,0.25,4051863.857374393,DX1
a72f8128-d786-4025-96c4-b67f16adfcd9,17,0.25,3992015.968063873,DX1
