,number,values_0,values_1,datetime_start,datetime_complete,duration,params_epochs,params_init_weights,params_log batch size,params_lr,params_weight_decay,system_attrs_nsga2:generation,state
10,10,0.6377757534384727,0.6666666666666666,2023-10-06 01:44:30.946650,2023-10-06 02:27:38.547235,0 days 00:43:07.600585,55,kaiming,5,2.5268442931970106e-05,0.0005490349597827102,0,COMPLETE
11,11,0.7434495436695386,0.5713123505402367,2023-10-06 02:27:38.553324,2023-10-06 02:41:39.841226,0 days 00:14:01.287902,15,xavier,1,4.160906085110255e-05,0.0002650473706890498,0,COMPLETE
12,12,0.7771585645420211,0.5887755102040815,2023-10-06 02:41:39.845851,2023-10-06 02:51:40.579381,0 days 00:10:00.733530,15,xavier,3,7.852480049252725e-05,0.0010231312736276091,0,COMPLETE
13,13,0.7055798241070339,0.6399999999999999,2023-10-06 02:51:40.583427,2023-10-06 02:59:23.842622,0 days 00:07:43.259195,10,xavier,4,3.1896235409801706e-05,0.0015723044419224663,0,COMPLETE
14,14,2.4893811584386194,0.6012539853394425,2023-10-06 02:59:23.845449,2023-10-06 03:35:23.465192,0 days 00:35:59.619743,40,kaiming,1,1.609162262858638e-05,0.00032316510907836883,0,COMPLETE
15,15,0.7683211897100721,0.47000000000000003,2023-10-06 03:35:23.468324,2023-10-06 04:01:47.879991,0 days 00:26:24.411667,35,xavier,4,2.4995556921741888e-05,0.004474401050693279,0,COMPLETE
16,16,1.1532808835950112,0.5185007587781201,2023-10-06 04:01:47.884154,2023-10-06 04:39:05.306132,0 days 00:37:17.421978,40,kaiming,1,3.711161880642133e-05,0.0014189569817571585,0,COMPLETE
17,17,4.018551974570195,0.575188150417798,2023-10-06 04:39:05.309525,2023-10-06 05:37:31.065791,0 days 00:58:25.756266,50,kaiming,0,2.008175574305302e-05,0.0005197250652245773,0,COMPLETE
18,18,5.574206099708223,0.4970626595626596,2023-10-06 05:37:31.069555,2023-10-06 06:18:44.969840,0 days 00:41:13.900285,50,xavier,2,0.000361463079546805,0.0022426398496376804,0,COMPLETE
19,19,0.9751804394942829,0.5539860756527423,2023-10-06 06:18:44.973779,2023-10-06 06:49:08.833398,0 days 00:30:23.859619,40,xavier,2,2.217245525959734e-05,0.0007907512217823304,0,COMPLETE
20,20,4.045046022713511,0.5784760314869761,2023-10-06 06:49:08.836896,2023-10-06 07:40:40.407372,0 days 00:51:31.570476,50,kaiming,0,1.5212310745085767e-05,0.004379050797795986,0,COMPLETE
21,21,1.3213232036004092,0.6046351166491346,2023-10-06 07:40:40.411037,2023-10-06 07:50:57.762429,0 days 00:10:17.351392,10,kaiming,0,1.2808380242892833e-05,0.007063627852673587,0,COMPLETE
22,22,1.4056127153403524,0.5234967017109874,2023-10-06 07:50:57.765403,2023-10-06 08:27:21.372289,0 days 00:36:23.606886,35,xavier,3,0.0001387338592258903,0.0011904240650661795,0,COMPLETE
23,23,2.433118378637197,0.5291886906973863,2023-10-06 08:27:21.392064,2023-10-06 09:50:42.642765,0 days 01:23:21.250701,50,kaiming,0,0.00013680673632543135,0.0005721445221993749,0,COMPLETE
24,24,1.42538946928726,0.5604770063075909,2023-10-06 09:50:42.650517,2023-10-06 10:41:55.499626,0 days 00:51:12.849109,40,xavier,1,3.1316122436809284e-05,0.0014955430168807874,0,COMPLETE
25,25,5.96203229423323,0.5,2023-10-06 10:41:55.521660,2023-10-06 11:57:17.631387,0 days 01:15:22.109727,50,xavier,0,0.00038311265814865365,0.005489980984619592,0,COMPLETE
26,26,3.0401559131570943,0.6420615061821959,2023-10-06 11:57:17.636578,2023-10-06 13:11:02.693654,0 days 01:13:45.057076,55,xavier,1,2.0094894555869112e-05,0.00022330151293091502,0,COMPLETE
27,27,1.2447592490496129,0.6359467120181407,2023-10-06 13:11:02.699726,2023-10-06 13:28:51.488175,0 days 00:17:48.788449,15,xavier,3,0.00035339616142084144,0.0019790106441765934,0,COMPLETE
28,28,0.7824373594106874,0.505,2023-10-06 13:28:51.493260,2023-10-06 14:26:08.786566,0 days 00:57:17.293306,55,xavier,3,2.171069793566439e-05,0.002259281731982454,0,COMPLETE
29,29,0.8195482149720192,0.26666666666666666,2023-10-06 14:26:08.789638,2023-10-06 15:11:16.894737,0 days 00:45:08.105099,35,xavier,5,4.8162152766161074e-05,0.00044278497170728326,0,COMPLETE
30,30,0.7403379444032907,0.85,2023-10-06 15:11:16.906182,2023-10-06 15:17:56.666099,0 days 00:06:39.759917,5,xavier,5,7.531651537610474e-05,0.0012310962053348313,0,COMPLETE
31,31,2.831977494685075,0.56609940729907,2023-10-06 15:17:56.674898,2023-10-06 15:38:50.758874,0 days 00:20:54.083976,15,xavier,0,1.5078998804374583e-05,0.00185105008498568,0,COMPLETE
32,32,1.2637762928373018,0.5594316943430854,2023-10-06 15:38:50.762314,2023-10-06 16:45:53.649012,0 days 01:07:02.886698,50,xavier,1,7.791935632277341e-05,0.0036023759429570186,0,COMPLETE
33,33,4.733729715959507,0.4136437908496732,2023-10-06 16:45:53.652654,2023-10-06 17:30:16.959963,0 days 00:44:23.307309,35,xavier,2,0.00033565833572472695,0.0006059200926432896,0,COMPLETE
34,34,3.634618509474432,0.5762115640800424,2023-10-06 17:30:16.967322,2023-10-06 18:09:01.885192,0 days 00:38:44.917870,25,kaiming,0,1.5044420525401794e-05,0.005119261750145473,0,COMPLETE
35,35,0.7612506493926048,0.3833333333333333,2023-10-06 18:09:01.894399,2023-10-06 19:04:45.000093,0 days 00:55:43.105694,45,kaiming,5,1.0758498664472033e-05,0.0047390603069353094,0,COMPLETE
36,36,0.7497457061495101,0.47000000000000003,2023-10-06 19:04:45.005326,2023-10-06 20:02:09.756288,0 days 00:57:24.750962,50,xavier,4,1.0130153203635238e-05,0.001935548628510488,0,COMPLETE
37,37,1.2840472131967544,0.31666666666666665,2023-10-06 20:02:09.760157,2023-10-06 20:14:58.351604,0 days 00:12:48.591447,10,kaiming,5,1.881692897268914e-05,0.0003961261822615087,0,COMPLETE
38,38,1.7903978440631825,0.45886623721106473,2023-10-06 20:14:58.363472,2023-10-06 21:17:12.588611,0 days 01:02:14.225139,55,kaiming,1,0.00011286782848967356,0.00039602448316159214,0,COMPLETE
39,39,1.9807603088336285,0.5482494449135316,2023-10-06 21:17:12.595768,2023-10-06 22:12:34.869837,0 days 00:55:22.274069,55,xavier,2,0.00012263748496592084,0.00030109209407343403,0,COMPLETE
40,40,0.7259823552199773,0.38333333333333336,2023-10-06 22:12:34.877140,2023-10-06 22:25:27.714534,0 days 00:12:52.837394,15,kaiming,4,4.164982978367327e-05,0.0008315315648405137,0,COMPLETE
41,41,1.3936477872775868,0.3333333333333333,2023-10-06 22:25:27.748545,2023-10-06 23:10:14.326550,0 days 00:44:46.578005,45,xavier,4,0.0001952293414344077,0.0020121650480569566,0,COMPLETE
42,42,0.6779368613447462,0.4333333333333333,2023-10-06 23:10:14.341441,2023-10-06 23:50:24.465758,0 days 00:40:10.124317,40,kaiming,4,4.395599501046395e-05,0.004997225600631539,0,COMPLETE
43,43,0.8410515173303861,0.6175579975579976,2023-10-06 23:50:24.468607,2023-10-07 00:03:38.255268,0 days 00:13:13.786661,15,kaiming,2,5.151259927953288e-05,0.000645900700223481,0,COMPLETE
44,44,0.9492136966437101,0.5166666666666666,2023-10-07 00:03:38.259337,2023-10-07 00:59:12.700459,0 days 00:55:34.441122,60,kaiming,5,0.00011795571693966328,0.007598547179371549,0,COMPLETE
45,45,1.018022844899032,0.5303318413612531,2023-10-07 00:59:12.703537,2023-10-07 01:03:00.865533,0 days 00:03:48.161996,5,xavier,2,0.0002152117474883486,0.0027459149955237614,0,COMPLETE
46,46,0.7544896600501877,0.38333333333333336,2023-10-07 01:03:00.872940,2023-10-07 01:32:36.087873,0 days 00:29:35.214933,40,xavier,4,3.301246432072589e-05,0.00022734719630646943,0,COMPLETE
47,47,1.2416451246085964,0.47082069496387335,2023-10-07 01:32:36.090463,2023-10-07 02:07:45.652087,0 days 00:35:09.561624,40,xavier,1,0.00011625828355955894,0.006510704209797304,0,COMPLETE
48,48,1.5590636516469805,0.5287043013647049,2023-10-07 02:07:45.672996,2023-10-07 02:52:11.498503,0 days 00:44:25.825507,50,kaiming,1,0.00012349789127382414,0.0006830045931732484,0,COMPLETE
49,49,1.1295822767075152,0.6833333333333333,2023-10-07 02:52:11.509738,2023-10-07 02:55:54.646467,0 days 00:03:43.136729,5,kaiming,5,3.964347732805681e-05,0.0026377726891055934,0,COMPLETE
50,50,4.24920977484973,0.5875947028039981,2023-10-07 02:55:54.653084,2023-10-07 03:54:20.133582,0 days 00:58:25.480498,55,kaiming,0,1.2808380242892833e-05,0.0003372950154191751,1,COMPLETE
51,51,3.6371262350799283,0.5933318612741026,2023-10-07 03:54:20.140424,2023-10-07 04:45:36.208543,0 days 00:51:16.068119,50,kaiming,0,3.4322827977790274e-05,0.004379050797795986,1,COMPLETE
52,52,0.930289030585576,0.4855555555555555,2023-10-07 04:45:36.219513,2023-10-07 04:58:28.810401,0 days 00:12:52.590888,15,xavier,2,7.852480049252725e-05,0.0010231312736276091,1,COMPLETE
53,53,5.994948860408356,0.4987372461510392,2023-10-07 04:58:28.821491,2023-10-07 05:31:01.807699,0 days 00:32:32.986208,40,xavier,1,0.0004098615715573791,0.004543522589323746,1,COMPLETE
54,54,1.2607484906318447,0.5214264030988168,2023-10-07 05:31:01.814619,2023-10-07 06:21:08.892866,0 days 00:50:07.078247,55,xavier,1,4.709492713833973e-05,0.0004978137732221181,1,COMPLETE
55,55,2.4893811584386194,0.6012539853394425,2023-10-07 06:21:08.897568,2023-10-07 06:56:48.770360,0 days 00:35:39.872792,40,kaiming,1,1.609162262858638e-05,0.00032316510907836883,1,COMPLETE
56,56,0.7544850728341512,0.4033333333333333,2023-10-07 06:56:48.790199,2023-10-07 07:25:23.034820,0 days 00:28:34.244621,40,xavier,4,3.301246432072589e-05,0.0002496037020827703,1,COMPLETE
57,57,0.7496649672587712,0.4662759462759463,2023-10-07 07:25:23.037864,2023-10-07 07:35:37.395928,0 days 00:10:14.358064,15,xavier,2,2.4308338568933094e-05,0.0004404357153264346,1,COMPLETE
58,58,1.950718984228163,0.4416224018637811,2023-10-07 07:35:37.398988,2023-10-07 08:21:52.282784,0 days 00:46:14.883796,55,xavier,1,0.00012263748496592084,0.00030109209407343403,1,COMPLETE
59,59,0.7754803855627499,0.49944397707555604,2023-10-07 08:21:52.286626,2023-10-07 09:07:29.868424,0 days 00:45:37.581798,60,xavier,2,5.849999803752645e-05,0.00034319859286548437,1,COMPLETE
60,60,0.7298380926251411,0.4,2023-10-07 09:07:29.874329,2023-10-07 09:19:01.137811,0 days 00:11:31.263482,15,xavier,5,3.4322827977790274e-05,0.00185105008498568,1,COMPLETE
61,61,0.8626825904111481,0.5871888142721475,2023-10-07 09:19:01.149504,2023-10-07 09:48:39.473240,0 days 00:29:38.323736,40,xavier,2,5.849999803752645e-05,0.00034319859286548437,1,COMPLETE
62,62,0.7521294023309435,0.6233333333333333,2023-10-07 09:48:39.476657,2023-10-07 09:55:11.211708,0 days 00:06:31.735051,10,kaiming,4,3.1896235409801706e-05,0.0047390603069353094,1,COMPLETE
63,63,0.8293207870037467,0.45851861101861113,2023-10-07 09:55:11.214201,2023-10-07 10:25:35.205232,0 days 00:30:23.991031,40,kaiming,2,5.151259927953288e-05,0.0006830045931732484,1,COMPLETE
64,64,4.189271493325889,0.5419741569192094,2023-10-07 10:25:35.207989,2023-10-07 11:19:36.565231,0 days 00:54:01.357242,55,xavier,0,2.171069793566439e-05,0.00022734719630646943,1,COMPLETE
65,65,3.6659015149037883,0.49703410485899246,2023-10-07 11:19:36.568711,2023-10-07 11:33:19.456941,0 days 00:13:42.888230,15,kaiming,0,0.00026442422146532435,0.0002650473706890498,1,COMPLETE
66,66,0.7720197950090681,0.35,2023-10-07 11:33:19.460119,2023-10-07 11:44:22.136569,0 days 00:11:02.676450,15,xavier,4,3.4322827977790274e-05,0.0019790106441765934,1,COMPLETE
67,67,0.6733371183276177,0.6199999999999999,2023-10-07 11:44:22.139818,2023-10-07 12:21:53.322376,0 days 00:37:31.182558,55,kaiming,4,4.709492713833973e-05,0.00017826697610967714,1,COMPLETE
68,68,0.9499645695090294,0.31666666666666665,2023-10-07 12:21:53.325352,2023-10-07 12:34:10.292347,0 days 00:12:16.966995,15,kaiming,5,2.4190770951538646e-05,0.0012310962053348313,1,COMPLETE
69,69,0.8989806460482732,0.5633333333333332,2023-10-07 12:34:10.295817,2023-10-07 12:40:37.377093,0 days 00:06:27.081276,10,xavier,4,8.833742376650183e-05,0.001935548628510488,1,COMPLETE
70,70,2.063612929270809,0.5215551356800232,2023-10-07 12:40:37.379679,2023-10-07 12:49:15.855333,0 days 00:08:38.475654,10,kaiming,0,0.00016729075657885784,0.00032801452556748293,1,COMPLETE
71,71,0.886047385422582,0.5549774056353003,2023-10-07 12:49:15.858751,2023-10-07 13:31:12.915298,0 days 00:41:57.056547,55,kaiming,2,4.160906085110255e-05,0.0004404357153264346,1,COMPLETE
72,72,0.951562763963427,0.38333333333333336,2023-10-07 13:31:12.921563,2023-10-07 13:37:38.381591,0 days 00:06:25.460028,10,xavier,4,0.00012123822598418377,0.0015723044419224663,1,COMPLETE
73,73,0.869502914484058,0.6517233560090703,2023-10-07 13:37:38.384147,2023-10-07 13:41:12.615921,0 days 00:03:34.231774,5,kaiming,3,6.461000837361015e-05,0.0026377726891055934,1,COMPLETE
74,74,1.276756068578522,0.5136111111111111,2023-10-07 13:41:12.620718,2023-10-07 14:18:24.688058,0 days 00:37:12.067340,55,xavier,3,0.00011286782848967356,0.00039602448316159214,1,COMPLETE
75,75,1.0436508804559708,0.4,2023-10-07 14:18:24.693473,2023-10-07 14:28:48.722970,0 days 00:10:24.029497,15,kaiming,5,1.0758498664472033e-05,0.0047390603069353094,1,COMPLETE
76,76,2.3667331256372806,0.5350986425105241,2023-10-07 14:28:48.725470,2023-10-07 15:04:25.920476,0 days 00:35:37.195006,35,xavier,0,4.501836040268129e-05,0.0003642638879216527,1,COMPLETE
77,77,0.7530587268727167,0.67,2023-10-07 15:04:25.924112,2023-10-07 15:11:04.143434,0 days 00:06:38.219322,10,kaiming,4,4.164982978367327e-05,0.0008315315648405137,1,COMPLETE
78,78,0.7434495436695386,0.5713123505402367,2023-10-07 15:11:04.148164,2023-10-07 15:24:05.145343,0 days 00:13:00.997179,15,xavier,1,4.160906085110255e-05,0.0002650473706890498,1,COMPLETE
79,79,0.8417455524206161,0.583577097505669,2023-10-07 15:24:05.152673,2023-10-07 15:27:39.248332,0 days 00:03:34.095659,5,kaiming,3,0.00011795571693966328,0.006312525425924432,1,COMPLETE
80,80,0.9354455543415888,0.4833333333333333,2023-10-07 15:27:39.251586,2023-10-07 15:37:04.959022,0 days 00:09:25.707436,15,kaiming,4,0.0001952293414344077,0.00019447518990151113,1,COMPLETE
81,81,0.8867972104300585,0.4609744977938382,2023-10-07 15:37:04.973464,2023-10-07 15:49:43.527851,0 days 00:12:38.554387,15,kaiming,1,0.00011286782848967356,0.0027459149955237614,1,COMPLETE
82,82,1.0244971560314298,0.3833333333333333,2023-10-07 15:49:43.531821,2023-10-07 16:32:50.360103,0 days 00:43:06.828282,60,xavier,5,0.00011795571693966328,0.007598547179371549,1,COMPLETE
83,83,1.9519428600359792,0.5427691957051778,2023-10-07 16:32:50.362817,2023-10-07 17:07:37.812135,0 days 00:34:47.449318,35,xavier,0,4.768189361265499e-05,0.0011904240650661795,1,COMPLETE
84,84,1.4264438711505913,0.45,2023-10-07 17:07:37.820234,2023-10-07 17:18:00.371743,0 days 00:10:22.551509,15,xavier,4,0.00028448739168580265,0.0010455249253694067,1,COMPLETE
85,85,0.7245143588100161,0.6033333333333333,2023-10-07 17:18:00.380441,2023-10-07 17:41:41.358075,0 days 00:23:40.977634,35,xavier,4,1.0130153203635238e-05,0.0006059200926432896,1,COMPLETE
86,86,0.6372472912073135,0.7333333333333333,2023-10-07 17:41:41.361733,2023-10-07 18:20:51.586126,0 days 00:39:10.224393,55,kaiming,5,2.5268442931970106e-05,0.004438809783132019,1,COMPLETE
87,87,1.3213232036004092,0.6046351166491346,2023-10-07 18:20:51.591718,2023-10-07 18:29:04.735041,0 days 00:08:13.143323,10,kaiming,0,1.2808380242892833e-05,0.007063627852673587,1,COMPLETE
88,88,0.7273433543741703,0.5,2023-10-07 18:29:04.739167,2023-10-07 19:05:00.912967,0 days 00:35:56.173800,50,xavier,5,4.8162152766161074e-05,0.00044278497170728326,1,COMPLETE
89,89,0.6896436840295792,0.6833333333333333,2023-10-07 19:05:00.919334,2023-10-07 19:16:59.079937,0 days 00:11:58.160603,20,xavier,5,4.160906085110255e-05,0.00022428453588549247,1,COMPLETE
90,90,0.7591474011540413,0.4666666666666666,2023-10-07 19:16:59.082660,2023-10-07 19:44:16.507570,0 days 00:27:17.424910,40,xavier,5,2.5268442931970106e-05,0.006423858589719939,1,COMPLETE
91,91,1.0244971560314298,0.3833333333333333,2023-10-07 19:44:16.513131,2023-10-07 20:23:39.884332,0 days 00:39:23.371201,60,xavier,5,0.00011795571693966328,0.007598547179371549,1,COMPLETE
92,92,2.3265732220362074,0.5072009784152213,2023-10-07 20:23:39.886893,2023-10-07 20:56:59.099606,0 days 00:33:19.212713,35,xavier,0,4.501836040268129e-05,0.008180614600674046,1,COMPLETE
93,93,1.1108942640945316,0.3333333333333333,2023-10-07 20:56:59.104280,2023-10-07 21:23:38.943333,0 days 00:26:39.839053,40,xavier,5,0.0003580643441049805,0.002657112406814162,1,COMPLETE
94,94,0.8077328400952475,0.36333333333333334,2023-10-07 21:23:38.945667,2023-10-07 21:55:06.039227,0 days 00:31:27.093560,50,kaiming,4,1.0130153203635238e-05,0.001920332073743549,1,COMPLETE
95,95,3.1671758401360806,0.545498925100387,2023-10-07 21:55:06.042765,2023-10-07 22:28:26.021316,0 days 00:33:19.978551,35,kaiming,0,4.160906085110255e-05,0.0002650473706890498,1,COMPLETE
96,96,4.151481704690069,0.5321125552608311,2023-10-07 22:28:26.024895,2023-10-07 23:03:03.368540,0 days 00:34:37.343645,40,kaiming,0,1.5044420525401794e-05,0.005489980984619592,1,COMPLETE
97,97,0.7278995164803097,0.38333333333333336,2023-10-07 23:03:03.371297,2023-10-07 23:14:18.006340,0 days 00:11:14.635043,15,kaiming,4,4.164982978367327e-05,0.004474401050693279,1,COMPLETE
98,98,1.0829997490160168,0.7333333333333333,2023-10-07 23:14:18.010675,2023-10-07 23:17:22.253154,0 days 00:03:04.242479,5,kaiming,5,4.395599501046395e-05,0.004997225600631539,1,COMPLETE
99,99,4.21036767740345,0.5643746483110427,2023-10-07 23:17:22.256152,2023-10-08 00:02:43.272854,0 days 00:45:21.016702,50,kaiming,0,2.008175574305302e-05,0.0019790106441765934,1,COMPLETE
