,number,values_0,values_1,datetime_start,datetime_complete,duration,params_epochs,params_init_weights,params_log batch size,params_lr,params_weight_decay,system_attrs_nsga2:generation,state
60,60,2.1954507049472474,0.6038888888888889,2023-10-05 11:06:27.071337,2023-10-05 11:14:58.961690,0 days 00:08:31.890353,10,kaiming,3,0.0001615480723059406,0.001954093528606942,1,COMPLETE
61,61,0.7470428679670605,0.585,2023-10-05 11:14:58.965309,2023-10-05 11:48:30.639473,0 days 00:33:31.674164,30,xavier,3,1.8650661998607993e-05,0.0013505353360924017,1,COMPLETE
62,62,1.3411995883617136,0.44652571466296964,2023-10-05 11:48:30.646343,2023-10-05 11:59:19.941512,0 days 00:10:49.295169,10,xavier,2,4.990972273443438e-05,0.0002461610291936366,1,COMPLETE
63,63,0.9385699182748795,0.4,2023-10-05 11:59:19.955384,2023-10-05 12:54:11.977526,0 days 00:54:52.022142,55,kaiming,5,2.921581145837463e-05,0.00018095816484261658,1,COMPLETE
64,64,5.854460631529654,0.5,2023-10-05 12:54:11.980796,2023-10-05 14:24:13.945509,0 days 01:30:01.964713,55,kaiming,0,0.00011737441809121987,0.0029306596379748448,1,COMPLETE
65,65,1.2004521087610294,0.6491298185941043,2023-10-05 14:24:13.950553,2023-10-05 15:10:38.332203,0 days 00:46:24.381650,40,xavier,3,0.00010441159335807094,0.0010703520487376841,1,COMPLETE
66,66,0.8005118109285831,0.2833333333333333,2023-10-05 15:10:38.339261,2023-10-05 15:32:08.316531,0 days 00:21:29.977270,20,kaiming,5,4.630137354030468e-05,0.0032507862505781696,1,COMPLETE
67,67,1.072551696319823,0.5118559218559218,2023-10-05 15:32:08.321037,2023-10-05 15:50:48.304787,0 days 00:18:39.983750,15,kaiming,2,4.473102260785695e-05,0.000592502554679211,1,COMPLETE
68,68,2.362270249146968,0.41666666666666663,2023-10-05 15:50:48.310301,2023-10-05 16:53:51.724831,0 days 01:03:03.414530,60,xavier,5,9.501798136941843e-05,0.0005831959639399216,1,COMPLETE
69,69,1.9815149124944582,0.5,2023-10-05 16:53:51.729468,2023-10-05 17:40:09.470931,0 days 00:46:17.741463,45,kaiming,5,0.00013003277278667214,0.0010703520487376841,1,COMPLETE
